gz_state,gz_district,gz_taluka,gz_village,gz_village_raw,gz_sno,esa_category,bifurcated,notified_forest,cen_village,cen_subdistrict,cen_district,censuscode,lgd_villagecode,score,scope,area_km2
KARNATAKA,Kodagu,Virajpet,Arekeri Forest - III,Arekeri Forest - III,333,whole_village,False,False,Arekeri Forest II,Ponnampet,Kodagu,618046,0,100.0,dist,10.06
KARNATAKA,Kodagu,Virajpet,Badaga,Badaga,334,whole_village,False,False,Badaga,Ponnampet,Kodagu,618079,618079,100.0,dist,27.379
KARNATAKA,Kodagu,Virajpet,Badagarakeri,Badagarakeri,335,whole_village,False,False,Badagarakeri,Ponnampet,Kodagu,618061,618061,100.0,dist,25.469
KARNATAKA,Kodagu,Virajpet,Channayana Kote,Channayana Kote,336,whole_village,False,False,Channayan Kote,Virajpet,Kodagu,618026,618026,96.3,dist+tal,44.983
KARNATAKA,Kodagu,Virajpet,Devamachi Forest,Devamachi Forest,337,whole_village,False,False,Devamachi Forest,Ponnampet,Kodagu,618044,0,100.0,dist,25.093
KARNATAKA,Kodagu,Virajpet,Devanur,Devanur,338,whole_village,False,False,Devanur,Ponnampet,Kodagu,618087,618087,100.0,dist,14.872
KARNATAKA,Kodagu,Virajpet,Hathugattu Forest,Hathugattu Forest,339,whole_village,False,False,Hathugattu Forest I,Ponnampet,Kodagu,618088,0,100.0,dist,100.861
KARNATAKA,Kodagu,Virajpet,Heggala,Heggala,340,whole_village,False,False,Heggala,Virajpet,Kodagu,618004,618004,100.0,dist+tal,76.141
KARNATAKA,Kodagu,Virajpet,Karadigodu,Karadigodu,341,whole_village,False,False,Karadigodu,Virajpet,Kodagu,618024,618024,100.0,dist+tal,46.966
KARNATAKA,Kodagu,Virajpet,Kedamullur & Forest,Kedamullur & Forest,342,whole_village,False,False,Kedamullur,Virajpet,Kodagu,618003,618003,100.0,dist+tal,50.331
KARNATAKA,Kodagu,Virajpet,Kurchi,Kurchi,343,whole_village,False,False,Kurchi,Ponnampet,Kodagu,618076,618076,100.0,dist,48.466
KARNATAKA,Kodagu,Virajpet,Kutta,Kutta,344,whole_village,False,False,Kutta,Ponnampet,Kodagu,618078,618078,100.0,dist,22.059
KARNATAKA,Kodagu,Virajpet,Kuttandi,Kuttandi,345,whole_village,False,False,Kuttandi,Ponnampet,Kodagu,618053,618053,100.0,dist,24.202
KARNATAKA,Kodagu,Virajpet,Maldare,Maldare,346,whole_village,False,False,Maldare,Virajpet,Kodagu,618025,618025,100.0,dist+tal,27.58
KARNATAKA,Kodagu,Virajpet,Manchalli & Forest,Manchalli & Forest,347,whole_village,False,False,Manchalli and Forest,Ponnampet,Kodagu,618077,618077,100.0,dist,15.312
KARNATAKA,Kodagu,Virajpet,Nalkeri Forest,Nalkeri Forest,348,whole_village,False,False,Nalkeri,Virajpet,Kodagu,617996,617996,100.0,dist+tal,8.205
KARNATAKA,Kodagu,Virajpet,Palangala & Forest,Palangala & Forest,349,whole_village,False,False,Palangala,Virajpet,Kodagu,618002,618002,100.0,dist+tal,25.006
KARNATAKA,Kodagu,Virajpet,Parakatakeri,Parakatakeri,350,whole_village,False,False,Parakatageri,Ponnampet,Kodagu,618059,618059,91.7,dist,65.346
KARNATAKA,Kodagu,Virajpet,Theralu & Forest,Theralu & Forest,351,whole_village,False,False,Theralu,Ponnampet,Kodagu,618060,618060,100.0,dist,66.221
KARNATAKA,Mysore,Heggadadevanakote,Agasanahundi,Agasanahundi,352,whole_village,False,False,Agasanahundi,Heggadadevankote,Mysuru,618851,618851,100.0,dist+tal,10.226
KARNATAKA,Mysore,Heggadadevanakote,Alalahalli,Alalahalli,353,whole_village,False,False,Alalahalli,Saraguru,Mysuru,619118,619118,100.0,dist,7.572
KARNATAKA,Mysore,Heggadadevanakote,Alanahalli,Alanahalli,354,whole_village,False,False,Alanahalli,Heggadadevankote,Mysuru,618920,618920,100.0,dist+tal,3.777
KARNATAKA,Mysore,Heggadadevanakote,Amani Jungle,Amani Jungle,355,whole_village,False,False,Amani Jungle,Heggadadevankote,Mysuru,618869,618869,100.0,dist+tal,34.49
KARNATAKA,Mysore,Heggadadevanakote,Anemala,Anemala,356,whole_village,False,False,Anemala,Heggadadevankote,Mysuru,619065,619065,100.0,dist+tal,0.449
KARNATAKA,Mysore,Heggadadevanakote,Ankupura,Ankupura,357,whole_village,False,False,Ankupura,Saraguru,Mysuru,619013,619013,100.0,dist,10.779
KARNATAKA,Mysore,Heggadadevanakote,Antharasanthe Plantation,Antharasanthe Plantation,358,whole_village,False,False,Nissan A Honnurkattae,Heggadadevankote,Mysuru,619032,619032,100.0,dist+tal,1.333
KARNATAKA,Mysore,Heggadadevanakote,Badaga,Badaga,359,whole_village,False,False,Badaga,Saraguru,Mysuru,619100,619100,100.0,dist,5.635
KARNATAKA,Mysore,Heggadadevanakote,Bankavdi,Bankavdi,360,whole_village,False,False,Bankavadi,Saraguru,Mysuru,619108,619108,94.1,dist,14.566
KARNATAKA,Mysore,Heggadadevanakote,Baragi,Baragi,361,whole_village,False,False,Baragi,Saraguru,Mysuru,619014,619014,100.0,dist,11.668
KARNATAKA,Mysore,Heggadadevanakote,Begur Forest,Begur Forest,362,whole_village,False,False,Beguru,Saraguru,Mysuru,619103,619103,100.0,dist,2.951
KARNATAKA,Mysore,Heggadadevanakote,Beguru,Beguru,363,whole_village,False,False,Begur,Piriyapatna,Mysuru,618264,618264,100.0,dist,2.226
KARNATAKA,Mysore,Heggadadevanakote,Berambadi State Forest,Berambadi State Forest,364,whole_village,False,False,Berambadi State Forest,Gundlupet,Chamarajanagar,619556,619556,100.0,state,244.049
KARNATAKA,Mysore,Heggadadevanakote,Byrapura,Byrapura,365,whole_village,False,False,Byrapura CT,Tirumakudal Narsipur,Mysuru,619442,619442,100.0,dist,2.591
KARNATAKA,Mysore,Heggadadevanakote,Channagundi,Channagundi,366,whole_village,False,False,Channagundi,Saraguru,Mysuru,619117,619117,100.0,dist,7.462
KARNATAKA,Mysore,Heggadadevanakote,Chikkakundur,Chikkakundur,367,whole_village,False,False,Chikkakundur,Saraguru,Mysuru,619012,619012,100.0,dist,2.308
KARNATAKA,Mysore,Heggadadevanakote,Chowdahalli,Chowdahalli,368,whole_village,False,False,Chowdahalli,Heggadadevankote,Mysuru,618897,618897,100.0,dist+tal,2.533
KARNATAKA,Mysore,Heggadadevanakote,Gowdimachnaikanhalli,Gowdimachnaikanhalli,369,whole_village,False,False,Gowdimachanayakana Halli,Heggadadevankote,Mysuru,618848,618848,88.4,dist+tal,3.588
KARNATAKA,Mysore,Heggadadevanakote,Hariyalapura,Hariyalapura,370,whole_village,False,False,Hariyalapura,Saraguru,Mysuru,619092,619092,100.0,dist,2.093
KARNATAKA,Mysore,Heggadadevanakote,Hirehalli,Hirehalli,371,whole_village,False,False,Hirehalli,Heggadadevankote,Mysuru,618872,618872,100.0,dist+tal,22.396
KARNATAKA,Mysore,Heggadadevanakote,Honnurkuppe,Honnurkuppe,372,whole_village,False,False,Honnurkuppe,Heggadadevankote,Mysuru,619033,619033,100.0,dist+tal,1.617
KARNATAKA,Mysore,Heggadadevanakote,Hoskote,Hoskote,373,whole_village,False,False,Hoskote,Chikkamagaluru,Chikkamagaluru,609869,609869,100.0,state,5.565
KARNATAKA,Mysore,Heggadadevanakote,Hululipura,Hululipura,374,whole_village,False,False,Huralipura,Heggadadevankote,Mysuru,619039,619039,80.0,dist+tal,0.711
KARNATAKA,Mysore,Heggadadevanakote,InurMarigundi Jungle,InurMarigundi Jungle,375,whole_village,False,False,Ainuru Marigudi Jangal,Saraguru,Mysuru,619111,619111,97.3,dist,93.787
KARNATAKA,Mysore,Heggadadevanakote,Kadegadde,Kadegadde,376,whole_village,False,False,Kadegadde,Heggadadevankote,Mysuru,619060,619060,100.0,dist+tal,1.01
KARNATAKA,Mysore,Heggadadevanakote,Kakanakote Forest,Kakanakote Forest,377,whole_village,False,False,Kakanakote,Heggadadevankote,Mysuru,619059,619059,100.0,dist+tal,134.446
KARNATAKA,Mysore,Heggadadevanakote,Kandalike,Kandalike,378,whole_village,False,False,Kandalike,Saraguru,Mysuru,619101,619101,100.0,dist,3.206
KARNATAKA,Mysore,Heggadadevanakote,Katawal,Katawal,379,whole_village,False,False,Katawalu,Saraguru,Mysuru,619097,619097,100.0,dist,11.72
KARNATAKA,Mysore,Heggadadevanakote,Kenchanahalli,Kenchanahalli,380,whole_village,False,False,Kenchanahalli,Heggadadevankote,Mysuru,619048,619048,100.0,dist+tal,4.203
KARNATAKA,Mysore,Heggadadevanakote,Kithur,Kithur,381,whole_village,False,False,Kithoor,Piriyapatna,Mysuru,618163,618163,100.0,dist,9.611
KARNATAKA,Mysore,Heggadadevanakote,Konanalathuru,Konanalathuru,382,whole_village,False,False,Konanalthuru,Saraguru,Mysuru,619090,619090,100.0,dist,1.449
KARNATAKA,Mysore,Heggadadevanakote,Kuranagala,Kuranagala,383,whole_village,False,False,Kurnagala,Saraguru,Mysuru,619115,619115,94.7,dist,17.757
KARNATAKA,Mysore,Heggadadevanakote,Laxmanapura,Laxmanapura,384,whole_village,False,False,Lakshmanapura,Nanjangud,Mysuru,619272,619272,100.0,dist,2.153
KARNATAKA,Mysore,Heggadadevanakote,Manchagowdarahalli,Manchagowdarahalli,385,whole_village,False,False,Manchegowdanahalli,Heggadadevankote,Mysuru,619029,619029,88.9,dist+tal,6.561
KARNATAKA,Mysore,Heggadadevanakote,Metikuppe,Metikuppe,386,whole_village,False,False,Metikuppe Forest,Heggadadevankote,Mysuru,618868,618868,75.0,dist+tal,54.968
KARNATAKA,Mysore,Heggadadevanakote,Metikuppe Forest,Metikuppe Forest,387,whole_village,False,False,Metikuppe,Heggadadevankote,Mysuru,618865,618865,100.0,dist+tal,20.134
KARNATAKA,Mysore,Heggadadevanakote,Metikuppekaval,Metikuppekaval,388,whole_village,False,False,Metikuppe Kaval,Heggadadevankote,Mysuru,618867,618867,100.0,dist+tal,13.391
KARNATAKA,Mysore,Heggadadevanakote,Moleyur,Moleyur,389,whole_village,False,False,Moleyuru,Saraguru,Mysuru,619112,619112,100.0,dist,17.548
KARNATAKA,Mysore,Heggadadevanakote,N.Belathur,N.Belathur,390,whole_village,False,False,N Belathur,Heggadadevankote,Mysuru,619038,619038,100.0,dist+tal,19.897
KARNATAKA,Mysore,Heggadadevanakote,Netkalhundi,Netkalhundi,391,whole_village,False,False,Netkalhundi,Heggadadevankote,Mysuru,619066,619066,100.0,dist+tal,0.093
KARNATAKA,Mysore,Heggadadevanakote,Nisna,Nisna,392,whole_village,False,False,Nisna,Heggadadevankote,Mysuru,619040,619040,100.0,dist+tal,7.529
KARNATAKA,Mysore,Heggadadevanakote,Ragatakuppe,Ragatakuppe,393,whole_village,False,False,Ragalakuppe,Heggadadevankote,Mysuru,619031,619031,90.9,dist+tal,2.898
KARNATAKA,Mysore,Heggadadevanakote,Rajegowdanahundi,Rajegowdanahundi,394,whole_village,False,False,Rajegowdanahundi,Heggadadevankote,Mysuru,618840,618840,100.0,dist+tal,9.725
KARNATAKA,Mysore,Heggadadevanakote,Seegavadi,Seegavadi,395,whole_village,False,False,Seegavadi,Gundlupet,Chamarajanagar,619462,619462,100.0,state,7.641
KARNATAKA,Mysore,Heggadadevanakote,Shaubugowdanahalli,Shaubugowdanahalli,396,whole_village,False,False,Shambugowdanahalli,Saraguru,Mysuru,619006,619006,94.4,dist,3.118
KARNATAKA,Mysore,Heggadadevanakote,Siddapur,Siddapur,397,whole_village,False,False,Siddapura,Heggadadevankote,Mysuru,618850,618850,100.0,dist+tal,6.599
KARNATAKA,Mysore,Heggadadevanakote,Sollapura,Sollapura,398,whole_village,False,False,Sollapura,Heggadadevankote,Mysuru,618849,618849,100.0,dist+tal,12.393
KARNATAKA,Mysore,Heggadadevanakote,Thenakallu,Thenakallu,399,whole_village,False,False,Thenekallu,Heggadadevankote,Mysuru,619056,619056,90.0,dist+tal,2.07
KARNATAKA,Mysore,Heggadadevanakote,Vaderahalli,Vaderahalli,400,whole_village,False,False,Vaderahalli,Saraguru,Mysuru,619015,619015,100.0,dist,7.636
KARNATAKA,Shimoga,Hosanagara,Adagodi,Adagodi,401,whole_village,False,False,Adagodi,Hosanagara,Shivamogga,608015,608015,100.0,dist+tal,9.862
KARNATAKA,Shimoga,Hosanagara,Alavalli,Alavalli,402,whole_village,False,False,Alavalli,Hosanagara,Shivamogga,607946,607946,100.0,dist+tal,12.723
KARNATAKA,Shimoga,Hosanagara,Amachi,Amachi,403,whole_village,False,False,Amachi,Hosanagara,Shivamogga,607890,607890,100.0,dist+tal,0.85
KARNATAKA,Shimoga,Hosanagara,Amrutha,Amrutha,404,whole_village,False,False,Amrutha,Hosanagara,Shivamogga,608004,608004,100.0,dist+tal,6.977
KARNATAKA,Shimoga,Hosanagara,Andagoli,Andagoli,405,whole_village,False,False,Andagoli,Hosanagara,Shivamogga,607859,607859,100.0,dist+tal,4.584
KARNATAKA,Shimoga,Hosanagara,Anegadde,Anegadde,406,whole_village,False,False,Anegadde,Hosanagara,Shivamogga,607988,607988,100.0,dist+tal,3.869
KARNATAKA,Shimoga,Hosanagara,Aramane Koppa,Aramane Koppa,407,whole_village,False,False,Aramane Koppa,Hosanagara,Shivamogga,608023,608023,100.0,dist+tal,13.935
KARNATAKA,Shimoga,Hosanagara,Arasalu,Arasalu,408,whole_village,False,False,Arasalu,Hosanagara,Shivamogga,607954,607954,100.0,dist+tal,6.244
KARNATAKA,Shimoga,Hosanagara,Argodi,Argodi,409,whole_village,False,False,Aragodi,Hosanagara,Shivamogga,607897,607897,92.3,dist+tal,2.67
KARNATAKA,Shimoga,Hosanagara,Balekoppa,Balekoppa,410,whole_village,False,False,Balekoppa,Hosanagara,Shivamogga,607963,607963,100.0,dist+tal,3.54
KARNATAKA,Shimoga,Hosanagara,Basavanabyana,Basavanabyana,411,whole_village,False,False,Basavanabyana,Hosanagara,Shivamogga,608026,608026,100.0,dist+tal,3.01
KARNATAKA,Shimoga,Hosanagara,Basavapura,Basavapura,412,whole_village,False,False,Basavapura,Hosanagara,Shivamogga,607955,607955,100.0,dist+tal,13.064
KARNATAKA,Shimoga,Hosanagara,Begadali,Begadali,413,whole_village,False,False,Begadali,Hosanagara,Shivamogga,608052,608052,100.0,dist+tal,11.255
KARNATAKA,Shimoga,Hosanagara,Behalli,Behalli,414,whole_village,False,False,Behalli,Hosanagara,Shivamogga,607982,607982,100.0,dist+tal,5.367
KARNATAKA,Shimoga,Hosanagara,Bellur,Bellur,415,whole_village,False,False,Bellur,Hosanagara,Shivamogga,607960,607960,100.0,dist+tal,12.177
KARNATAKA,Shimoga,Hosanagara,Belur,Belur,416,whole_village,False,False,Belur,Hosanagara,Shivamogga,608035,608035,100.0,dist+tal,17.373
KARNATAKA,Shimoga,Hosanagara,Benavalli,Benavalli,417,whole_village,False,False,Benavalli,Hosanagara,Shivamogga,607949,607949,100.0,dist+tal,10.572
KARNATAKA,Shimoga,Hosanagara,Bidarahalli,Bidarahalli,418,whole_village,False,False,Bidarahalli,Shrirangapattana,Mandya,614299,614299,100.0,state,1.712
KARNATAKA,Shimoga,Hosanagara,Bilki,Bilki,419,whole_village,False,False,Bilki,Hosanagara,Shivamogga,607940,607940,100.0,dist+tal,5.955
KARNATAKA,Shimoga,Hosanagara,Billodi,Billodi,420,whole_village,False,False,Billodi,Hosanagara,Shivamogga,607976,607976,100.0,dist+tal,3.606
KARNATAKA,Shimoga,Hosanagara,Brahmanatharave,Brahmanatharave,421,whole_village,False,False,Brahmanatharuve,Hosanagara,Shivamogga,608024,608024,93.3,dist+tal,8.773
KARNATAKA,Shimoga,Hosanagara,Brahmanavada,Brahmanavada,422,whole_village,False,False,Bhramanavada,Hosanagara,Shivamogga,608022,608022,91.7,dist+tal,12.052
KARNATAKA,Shimoga,Hosanagara,Byse,Byse,423,whole_village,False,False,Byse,Hosanagara,Shivamogga,608027,608027,100.0,dist+tal,12.871
KARNATAKA,Shimoga,Hosanagara,Chicka Jeni,Chicka Jeni,424,whole_village,False,False,Chikkajeni,Hosanagara,Shivamogga,607931,607931,94.1,dist+tal,5.572
KARNATAKA,Shimoga,Hosanagara,Churda,Churda,425,whole_village,False,False,Churda,Hosanagara,Shivamogga,607862,607862,100.0,dist+tal,3.395
KARNATAKA,Shimoga,Hosanagara,Dodbailu,Dodbailu,426,whole_village,False,False,Doddebail,Khanapur,Belagavi,597992,597992,93.3,state,1.569
KARNATAKA,Shimoga,Hosanagara,Dodda Bilagodu,Dodda Bilagodu,427,whole_village,False,False,Dodda Bilagodu,Hosanagara,Shivamogga,607908,607908,100.0,dist+tal,2.04
KARNATAKA,Shimoga,Hosanagara,Dumma,Dumma,428,whole_village,False,False,Dumma,Hosanagara,Shivamogga,607867,607867,100.0,dist+tal,8.03
KARNATAKA,Shimoga,Hosanagara,Ginikallu,Ginikallu,429,whole_village,False,False,Ginikallu,Hosanagara,Shivamogga,608041,608041,100.0,dist+tal,9.836
KARNATAKA,Shimoga,Hosanagara,Gubbiga,Gubbiga,430,whole_village,False,False,Gubbiga,Hosanagara,Shivamogga,608047,608047,100.0,dist+tal,15.071
KARNATAKA,Shimoga,Hosanagara,H.Honne Koppa,H.Honne Koppa,431,whole_village,False,False,H Honne Koppa,Hosanagara,Shivamogga,607875,607875,100.0,dist+tal,1.169
KARNATAKA,Shimoga,Hosanagara,H.Hunasavalli,H.Hunasavalli,432,whole_village,False,False,H Hunasavalli,Hosanagara,Shivamogga,607915,607915,100.0,dist+tal,2.375
KARNATAKA,Shimoga,Hosanagara,Halethota,Halethota,433,whole_village,False,False,Halethota,Hosanagara,Shivamogga,607864,607864,100.0,dist+tal,0.838
KARNATAKA,Shimoga,Hosanagara,Haramballi,Haramballi,434,whole_village,False,False,Haramballi,Hosanagara,Shivamogga,607952,607952,100.0,dist+tal,2.535
KARNATAKA,Shimoga,Hosanagara,Haridravati,Haridravati,435,whole_village,False,False,Haridravati,Hosanagara,Shivamogga,607913,607913,100.0,dist+tal,8.745
KARNATAKA,Shimoga,Hosanagara,Harohithlu,Harohithlu,436,whole_village,False,False,Harohithlu,Hosanagara,Shivamogga,607956,607956,100.0,dist+tal,13.555
KARNATAKA,Shimoga,Hosanagara,Hebbarli,Hebbarli,437,whole_village,False,False,Hebburli,Hosanagara,Shivamogga,608017,608017,87.5,dist+tal,12.526
KARNATAKA,Shimoga,Hosanagara,Hebbege,Hebbege,438,whole_village,False,False,Hebbige,Hosanagara,Shivamogga,607851,607851,85.7,dist+tal,15.226
KARNATAKA,Shimoga,Hosanagara,Hilukunji,Hilukunji,439,whole_village,False,False,Hilukunji,Hosanagara,Shivamogga,608034,608034,100.0,dist+tal,9.439
KARNATAKA,Shimoga,Hosanagara,Hiremaithe,Hiremaithe,440,whole_village,False,False,Hiremaithe,Hosanagara,Shivamogga,607932,607932,100.0,dist+tal,7.902
KARNATAKA,Shimoga,Hosanagara,Hiriyogi,Hiriyogi,441,whole_village,False,False,Hiriyogi,Hosanagara,Shivamogga,607981,607981,100.0,dist+tal,1.7
KARNATAKA,Shimoga,Hosanagara,Holagodu,Holagodu,442,whole_village,False,False,Holagodu,Hosanagara,Shivamogga,607884,607884,100.0,dist+tal,0.932
KARNATAKA,Shimoga,Hosanagara,Hosakoppa,Hosakoppa,443,whole_village,False,False,Hosakoppa,Hosanagara,Shivamogga,607861,607861,100.0,dist+tal,3.242
KARNATAKA,Shimoga,Hosanagara,Hosur,Hosur,444,whole_village,False,False,Hosur,Hosanagara,Shivamogga,608018,608018,100.0,dist+tal,10.601
KARNATAKA,Shimoga,Hosanagara,Huligadde,Huligadde,445,whole_village,False,False,Huligadde,Hosanagara,Shivamogga,608003,608003,100.0,dist+tal,6.908
KARNATAKA,Shimoga,Hosanagara,Hulusale Malavalli,Hulusale Malavalli,446,whole_village,False,False,Hulusale Malavalli,Hosanagara,Shivamogga,607904,607904,100.0,dist+tal,8.229
KARNATAKA,Shimoga,Hosanagara,Hummadagallu,Hummadagallu,447,whole_village,False,False,Hummadagallu,Hosanagara,Shivamogga,608046,608046,100.0,dist+tal,8.401
KARNATAKA,Shimoga,Hosanagara,K.Kunnur,K.Kunnur,448,whole_village,False,False,K Kunnur,Hosanagara,Shivamogga,607930,607930,100.0,dist+tal,4.165
KARNATAKA,Shimoga,Hosanagara,Kabale,Kabale,449,whole_village,False,False,Kabale,Hosanagara,Shivamogga,608037,608037,100.0,dist+tal,4.636
KARNATAKA,Shimoga,Hosanagara,Kachigebylu,Kachigebylu,450,whole_village,False,False,Kachigebylu,Hosanagara,Shivamogga,607898,607898,100.0,dist+tal,5.131
KARNATAKA,Shimoga,Hosanagara,Kadiggere,Kadiggere,451,whole_village,False,False,Kadiggere,Hosanagara,Shivamogga,608031,608031,100.0,dist+tal,2.113
KARNATAKA,Shimoga,Hosanagara,Kagachi,Kagachi,452,whole_village,False,False,Kagachi,Hosanagara,Shivamogga,608012,608012,100.0,dist+tal,6.15
KARNATAKA,Shimoga,Hosanagara,Kalase,Kalase,453,whole_village,False,False,Kalase,Hosanagara,Shivamogga,607957,607957,100.0,dist+tal,11.375
KARNATAKA,Shimoga,Hosanagara,Kalasetti Koppa,Kalasetti Koppa,454,whole_village,False,False,Kalasetti Koppa,Hosanagara,Shivamogga,607933,607933,100.0,dist+tal,0.649
KARNATAKA,Shimoga,Hosanagara,Kalikapura,Kalikapura,455,whole_village,False,False,Kalikapura,Hosanagara,Shivamogga,607882,607882,100.0,dist+tal,0.928
KARNATAKA,Shimoga,Hosanagara,Kalkoppa,Kalkoppa,456,whole_village,False,False,Kalkoppa,Hosanagara,Shivamogga,608000,608000,100.0,dist+tal,1.731
KARNATAKA,Shimoga,Hosanagara,Kallur,Kallur,457,whole_village,False,False,Kallur,Hosanagara,Shivamogga,608007,608007,100.0,dist+tal,5.239
KARNATAKA,Shimoga,Hosanagara,Kalluvidiabbigallu,Kalluvidiabbigallu,458,whole_village,False,False,Kalluvidi Abbigalla,Hosanagara,Shivamogga,607975,607975,100.0,dist+tal,12.083
KARNATAKA,Shimoga,Hosanagara,Kammachi,Kammachi,459,whole_village,False,False,Kammachi,Hosanagara,Shivamogga,608005,608005,100.0,dist+tal,2.377
KARNATAKA,Shimoga,Hosanagara,Kanagodu,Kanagodu,460,whole_village,False,False,Kanagodu,Hosanagara,Shivamogga,607886,607886,100.0,dist+tal,4.617
KARNATAKA,Shimoga,Hosanagara,Kannur,Kannur,461,whole_village,False,False,Kannuru,Sorab,Shivamogga,607653,607653,100.0,dist,4.639
KARNATAKA,Shimoga,Hosanagara,Karagod,Karagod,462,whole_village,False,False,Karagodu,Hosanagara,Shivamogga,608010,608010,100.0,dist+tal,4.99
KARNATAKA,Shimoga,Hosanagara,Karigerasu,Karigerasu,463,whole_village,False,False,Karigerasu,Hosanagara,Shivamogga,607994,607994,100.0,dist+tal,7.601
KARNATAKA,Shimoga,Hosanagara,Karimane,Karimane,464,whole_village,False,False,Karimane,Hosanagara,Shivamogga,608029,608029,100.0,dist+tal,21.863
KARNATAKA,Shimoga,Hosanagara,Kattekoppa,Kattekoppa,465,whole_village,False,False,Kattekoppa,Hosanagara,Shivamogga,608053,608053,100.0,dist+tal,18.131
KARNATAKA,Shimoga,Hosanagara,Kattinahole,Kattinahole,466,whole_village,False,False,Kattinahole,Hosanagara,Shivamogga,608020,608020,100.0,dist+tal,21.978
KARNATAKA,Shimoga,Hosanagara,Kavari,Kavari,467,whole_village,False,False,Kavari,Hosanagara,Shivamogga,608044,608044,100.0,dist+tal,15.129
KARNATAKA,Shimoga,Hosanagara,Kesare,Kesare,468,whole_village,False,False,Kesare,Hosanagara,Shivamogga,607858,607858,100.0,dist+tal,4.009
KARNATAKA,Shimoga,Hosanagara,Khyrugunda,Khyrugunda,469,whole_village,False,False,Khyrugundha,Hosanagara,Shivamogga,608038,608038,95.2,dist+tal,18.321
KARNATAKA,Shimoga,Hosanagara,Kilandur,Kilandur,470,whole_village,False,False,Kilandur,Hosanagara,Shivamogga,608030,608030,100.0,dist+tal,3.557
KARNATAKA,Shimoga,Hosanagara,Kilandur Jungle,Kilandur Jungle,471,whole_village,False,False,Kilandur Jungle,Hosanagara,Shivamogga,608021,608021,100.0,dist+tal,38.038
KARNATAKA,Shimoga,Hosanagara,Kodase,Kodase,472,whole_village,False,False,Kodase,Hosanagara,Shivamogga,608033,608033,100.0,dist+tal,8.346
KARNATAKA,Shimoga,Hosanagara,Kodur,Kodur,473,whole_village,False,False,Kodur,Hosanagara,Shivamogga,607983,607983,100.0,dist+tal,8.321
KARNATAKA,Shimoga,Hosanagara,Kolavadi,Kolavadi,474,whole_village,False,False,Kolavadi,Hosanagara,Shivamogga,608040,608040,100.0,dist+tal,9.896
KARNATAKA,Shimoga,Hosanagara,Kolavalli,Kolavalli,475,whole_village,False,False,Kolavalli,Hosanagara,Shivamogga,608002,608002,100.0,dist+tal,6.294
KARNATAKA,Shimoga,Hosanagara,Koranakote,Koranakote,476,whole_village,False,False,Koranakote,Hosanagara,Shivamogga,608051,608051,100.0,dist+tal,4.273
KARNATAKA,Shimoga,Hosanagara,Koteshipur,Koteshipur,477,whole_village,False,False,Koteshirur,Hosanagara,Shivamogga,607852,607852,90.0,dist+tal,7.458
KARNATAKA,Shimoga,Hosanagara,Kukakalale,Kukakalale,478,whole_village,False,False,Kukakalale,Hosanagara,Shivamogga,607939,607939,100.0,dist+tal,3.035
KARNATAKA,Shimoga,Hosanagara,Kusugundi,Kusugundi,479,whole_village,False,False,Kusgundi,Hosanagara,Shivamogga,607928,607928,94.1,dist+tal,7.565
KARNATAKA,Shimoga,Hosanagara,L. Guddekoppa,L. Guddekoppa,480,whole_village,False,False,L Guddekoppa,Hosanagara,Shivamogga,607871,607871,100.0,dist+tal,6.23
KARNATAKA,Shimoga,Hosanagara,Majavana,Majavana,481,whole_village,False,False,Majavana,Hosanagara,Shivamogga,607903,607903,100.0,dist+tal,3.881
KARNATAKA,Shimoga,Hosanagara,Malali,Malali,482,whole_village,False,False,Malali,Hosanagara,Shivamogga,607869,607869,100.0,dist+tal,9.844
KARNATAKA,Shimoga,Hosanagara,Malali Koppa,Malali Koppa,483,whole_village,False,False,Malali Koppa,Hosanagara,Shivamogga,607995,607995,100.0,dist+tal,5.467
KARNATAKA,Shimoga,Hosanagara,Malavalli,Malavalli,484,whole_village,False,False,Malavalli,Hosanagara,Shivamogga,607951,607951,100.0,dist+tal,3.934
KARNATAKA,Shimoga,Hosanagara,Manjagalale,Manjagalale,485,whole_village,False,False,Manjagalale,Hosanagara,Shivamogga,608014,608014,100.0,dist+tal,19.1
KARNATAKA,Shimoga,Hosanagara,Masagallu,Masagallu,486,whole_village,False,False,Masagalli,Hosanagara,Shivamogga,607881,607881,100.0,dist+tal,8.781
KARNATAKA,Shimoga,Hosanagara,Masakani,Masakani,487,whole_village,False,False,Masakani,Hosanagara,Shivamogga,607958,607958,100.0,dist+tal,9.763
KARNATAKA,Shimoga,Hosanagara,Masaroor,Masaroor,488,whole_village,False,False,Masarur,Hosanagara,Shivamogga,607947,607947,100.0,dist+tal,10.608
KARNATAKA,Shimoga,Hosanagara,Mathur,Mathur,489,whole_village,False,False,Mathuru,Shivamogga,Shivamogga,608475,608475,100.0,dist,6.441
KARNATAKA,Shimoga,Hosanagara,Mattikai,Mattikai,490,whole_village,False,False,Mathikai,Hosanagara,Shivamogga,608019,608019,90.9,dist+tal,16.446
KARNATAKA,Shimoga,Hosanagara,Melina Sampalli,Melina Sampalli,491,whole_village,False,False,Melina Sampalli,Hosanagara,Shivamogga,607891,607891,100.0,dist+tal,7.596
KARNATAKA,Shimoga,Hosanagara,Menase,Menase,492,whole_village,False,False,Menase,Hosanagara,Shivamogga,607921,607921,100.0,dist+tal,0.923
